Unnamed: 0,Unnamed: 1,TABELA DE MEDICAMENTOS - PLANSERV ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,VERSÃO,2026-02-01 00:00:00,,,
,,,,,,
,,,,,,
CÓDIGO DO GRUPO,GRUPO DE CLASSIFICAÇÃO,CÓDIGO DO MEDICAMENTO,DESCRIÇÃO DO MEDICAMENTO,FRAÇÃO,UNIDADE,VALOR (R$)
2000,GERAL,3472,EUTHYROX - 25 mcg. cart. bl. al. plas. x 50,1,UN,0.36
2000,GERAL,3473,EUTHYROX - 50 mcg. cart. bl. al. plas. x 50,1,UN,0.42
2000,GERAL,3474,EUTHYROX - 75 mcg. cart. bl. al. plas. x 50,1,UN,0.48
2000,GERAL,3475,EUTHYROX - 100 mcg. cart. bl. al. plas. x 50,1,UN,0.5
2000,GERAL,3476,EUTHYROX - 125 mcg. crt. bl. al. plas. x 50,1,UN,0.56
2000,GERAL,3477,EUTHYROX - 150 mcg. cart. bl. al. plas. x 50,1,UN,0.6
2000,GERAL,3478,EUTHYROX - 175 mcg. cart. bl. al. plas. x 50,1,UN,0.67
2000,GERAL,3479,EUTHYROX - 200 mcg. cart. bl. al. plas. x 50,1,UN,0.74
2000,GERAL,3484,ITRAZOL - 100 mg. 4 caps.,1,UN,8.22
2000,GERAL,3485,ITRAZOL - 100 mg. 15 caps.,1,UN,6.75
2000,GERAL,3486,LONCORD - 20 mg. 20 caps.,1,UN,0.59
2000,GERAL,3487,LONCORD - 40 mg. 20 caps.,1,UN,1.38
2000,GERAL,3488,"NASACORT - 1 fr. x 16,5 ml",1,UN,50.83
2000,GERAL,3490,PRONAZOL - 150  mg.  2 caps.,1,UN,8.88
2000,GERAL,3491,PRONAZOL - 150 mg. 4 caps.,1,UN,8.88
2000,GERAL,3493,RILUTEK  50 mg cpr rev,1,UN,18.78
2000,GERAL,3494,APLICAV - 5 mcg. est. 1 ser.,1,UN,26.14
2000,GERAL,3495,APLICAV - 10 mcg. est. 1 ser.,1,UN,40.19
2000,GERAL,3496,APLICAV - 20 mcg. est. 1 ser.,1,UN,97.75
2000,GERAL,3499,NEURILAN - 3 mg. cx. 2 bl. x 15 cprs.,1,UN,0.5
2000,GERAL,3500,NEURILAN - 6 mg. cx. 2 bl. x 15 cprs.,1,UN,0.82
2000,GERAL,3501,NEURILAN - 6 mg.  cx.  2  bl.  x  10  cprs.,1,UN,0.86
2000,GERAL,3502,NEURILAN - 3 mg. cx. 1 bl. x 20 cprs.,1,UN,0.5
2000,GERAL,3503,ALGI TANDERIL - 12 cprs.,1,UN,0.85
2000,GERAL,3504,ALGI TANDERIL - 30 cprs.,1,UN,0.85
2000,GERAL,3505,BRONCOTEN - Cx. 2 bl. x 10 cprs.,1,UN,0.97
2000,GERAL,3506,BRONCOTEN - Xpe. 100 ml,1,UN,0.23
2000,GERAL,3507,CAPTON - 50 mg. cx. 28 cprs.,1,UN,0.41
2000,GERAL,3508,CAPTON - 25 mg. cx. 16 cprs.,1,UN,0.34
2000,GERAL,3509,CAPTON - 25 mg. cx. 28 cprs.,1,UN,0.26
2000,GERAL,3510,"CAPTON - 12,5 mg. cx. 15 cprs.",1,UN,0.31
2000,GERAL,3511,CAPTON - 50 mg. cx. 16 cprs.,1,UN,0.51
2000,GERAL,3512,"CAPTON - 12,5 mg. cx. 30 cprs.",1,UN,0.23
2000,GERAL,3515,NIMESILAM - 100 mg. cx. 12 cprs.,1,UN,0.94
2000,GERAL,3516,NIMESILAM - Gts. fr.  15  ml.  (50  mg/ml),1,UN,0.7
2000,GERAL,3518,VELAMOX - 500 mg. bl. x 18 cprs.,1,UN,0.99
2000,GERAL,3519,VELAMOX - Susp. 500 mg/5 ml fr. 150 ml,1,UN,0.18
2000,GERAL,3520,VELAMOX - BD 875 mg. 2 bl. x 7 cprs.,1,UN,2.06
2000,GERAL,3521,VELAMOX - BD 1 g cx. 12 cprs.,1,UN,2.26
2000,GERAL,3522,VELAMOX - BD susp. 400 mg/5 ml fr. 100 ml,1,UN,0.18
2000,GERAL,3523,VELAMOX - Susp. oral 250 mg/5 ml fr. 150 ml,1,UN,0.09
2000,GERAL,3527,VENDREX - Cx. 1 bl. x 20 cprs.,1,UN,0.93
2000,GERAL,3528,ANEMIX - Cx. 30 drags.,1,UN,1.63
2000,GERAL,3529,ANEMIX - Sol. oral fr. 150 ml,1,UN,0.14
2000,GERAL,3530,DEXACLOR - Gel gin.  60 g. c/10 aplic.,1,UN,46.13
2000,GERAL,3536,FLORAX - Ad. susp. oral cx. 5 flac. de 5 ml,1,UN,5.37
2000,GERAL,3537,FLORAX - Ped. susp. oral  cx. 5 flac. de 5 ml,1,UN,4.15
2000,GERAL,3538,FLORAX - Ped. cx. 100 flac. 5 ml (hosp.),1,UN,2.85
2000,GERAL,3539,FLORAX - Ad. cx. 100 flac. 5 ml (hosp.),1,UN,3.7
2000,GERAL,3544,HINOX - Cx. 30 cprs.,1,UN,1.91
2000,GERAL,3546,NORACIN - 400 mg. 14 cprs.  rev.,1,UN,1.45
2000,GERAL,3547,SUPLAN - Cx. 30 cprs.,1,UN,1.16
2000,GERAL,3548,SUPLAN - Sol. oral fr. 150 ml,1,UN,0.15
2000,GERAL,3549,SUPLAN - Gest. fr. 30 drags.,1,UN,1.44
2000,GERAL,3550,DOLOSAL - 100 mg.  25  amps.  2  ml.,1,UN,2.88
2000,GERAL,3551,"FRAGMIN - 2500 UI - cx. 10 ser. 0,2 ml",1,UN,8.29
2000,GERAL,3552,"FRAGMIN - 5000 UI - cx. 10 ser. 0,2 ml",1,UN,14.39
2000,GERAL,3555,OS-CAL - 500 mg. fr. 60 cprs.,1,UN,0.83
2000,GERAL,3556,OS-CAL - D 500 mg. 60 cprs.,1,UN,0.84
2000,GERAL,3557,OS-CAL - D 500 mg. + 200 UI fr. plast. 75 cprs. rev.,1,UN,0.91
2000,GERAL,3560,REBATEN - 80 mg. 3 bl. x 10 caps.,1,UN,0.66
2000,GERAL,3561,REBATEN - 160 mg. bl. 30 caps.,1,UN,1.12
2000,GERAL,3562,NIPRIDE - 50 mg. cx. 5 FA + dil.,1,UN,23.17
2000,GERAL,3572,ALLEGRA - 180 mg. 10 cprs.,1,UN,4.88
2000,GERAL,3573,ALLEGRA - D 60 mg. + 120 mg. 1 str. x 10 cprs.,1,UN,3.51
2000,GERAL,3574,ALLEGRA - Inf. 30 mg. rev. 1 strip x 20,1,UN,1.2
2000,GERAL,3575,ALLEGRA - 60 mg. 2 bl. x 5 cprs. rev.,1,UN,1.62
2000,GERAL,3576,ALLEGRA - D 60 mg. + 120 mg. 1 bl. x 6 cprs.,1,UN,3.5
2000,GERAL,3577,ALLEGRA - 120 mg. 10 cprs.,1,UN,3.2
2000,GERAL,3578,LIFOLIN - 50 mg. liof. cx. 1 FA,1,UN,8.03
2000,GERAL,3579,HYTOS PLUS - Xpe. 100 ml,1,UN,0.15
2000,GERAL,3580,HYTOS PLUS - Sol. oral gts. 15 ml,1,UN,1.17
2000,GERAL,3581,KAOMAGMA - Susp. 120 ml,1,UN,0.13
2000,GERAL,3582,LIORAM - 10 mg. 1 bl. 10 cprs.,1,UN,1.7
2000,GERAL,3583,LIORAM - 10 mg. 2 bl. 10 cprs.,1,UN,1.7
2000,GERAL,3585,LUVOX - 100 mg. 30 cprs.,1,UN,4.36
2000,GERAL,3586,LUVOX - 100 mg. 15 cprs.,1,UN,4.71
2000,GERAL,3588,SELOZOK - 50 mg. cx. 20 cprs.,1,UN,1.22
2000,GERAL,3589,SELOZOK - 100 mg. cx. 20 cprs.,1,UN,0.94
2000,GERAL,3590,SELOZOK - 25 mg cx. 20 cprs.,1,UN,0.63
2000,GERAL,3591,ATINAC - 10 mg. 12 cprs.,1,UN,1.76
2000,GERAL,3592,ATINAC - Xpe. fr. 100 ml,1,UN,0.17
2000,GERAL,3593,ATINAC - 10 mg. 6 cprs.,1,UN,1.98
2000,GERAL,3596,CLISTIN - 10 mg. cx. 12 cprs.,1,UN,1.83
2000,GERAL,3597,MEFLOX - 400 mg. cx. 3 cprs.,1,UN,10.08
2000,GERAL,3598,MEFLOX - 400 mg. cx. 7 cprs.,1,UN,8.65
2000,GERAL,3603,ASPIRINA PREVENT - 100 mg. x 30 cprs.,1,UN,0.42
2000,GERAL,3604,ASPIRINA PREVENT - 300 mg. x 30 cprs.,1,UN,1.02
2000,GERAL,3605,AVAPRO - 150 mg. 2 bl.  x  14 cprs.,1,UN,4.38
2000,GERAL,3606,"BABYDRAX - Cx. 4 envs. 27,9 g. po",1,UN,3.35
2000,GERAL,3607,"BABYDRAX - Cx. 50 envs. 27,9 g. po",1,UN,3.25
2000,GERAL,3608,CITALOR - 20 mg 30 cprs. rev.,1,UN,6.81
2000,GERAL,3609,CITALOR - 40 mg. 30 cprs. rev.,1,UN,7.01
2000,GERAL,3610,CITALOR - 80 mg. 30 cprs. rev.,1,UN,7.01
2000,GERAL,3611,CITALOR - 10 mg. 30 cprs. rev.,1,UN,3.89
2000,GERAL,3612,DIVELOL - 25 mg. cx. 28 cprs.,1,UN,1.54
2000,GERAL,3613,"DIVELOL - Cx. 14 cprs. 6,25 mg.",1,UN,1.19
2000,GERAL,3614,"DIVELOL - Cx. 14 cprs. 12,5 mg.",1,UN,1.39
2000,GERAL,3615,"DIVELOL - Cx. 14 cprs. 3,125 mg.",1,UN,1.07
2000,GERAL,3616,"DIVELOL - Cx.  28  cprs.  3,125  mg.",1,UN,0.97
2000,GERAL,3618,DORSEDIN - Gts. fr. 15 ml,1,UN,0.53
2000,GERAL,3620,MONOZOL - 400 mg 1 cpr.,1,UN,6.36
2000,GERAL,3621,MONOZOL - Susp. 15 ml,1,UN,0.5
2000,GERAL,3622,POMADERME - Pom. 1 x 45 g,1,UN,11.3
2000,GERAL,3623,PRESSAT - 10 mg. cx. 20 cprs.,1,UN,1.3
2000,GERAL,3624,PRESSAT - 5 mg. cx. 20 cprs.,1,UN,0.67
2000,GERAL,3625,PRESSAT - 10 mg. cx. 30 cprs.,1,UN,1.3
2000,GERAL,3626,PRESSAT - 5 mg. cx. 30 cprs.,1,UN,0.67
2000,GERAL,3627,"PRESSAT - 2,5 mg. cx. 30 cprs.",1,UN,0.53
2000,GERAL,3628,TASMAR - 100 mg. 30 cprs.,1,UN,5.26
2000,GERAL,3629,TRICOCET - Susp. oral 40 ml,1,UN,21.62
2000,GERAL,3630,TRICOCET - Creme vag. 50 g,1,UN,19.55
2000,GERAL,3631,ZYPLO - Xpe. 6 mg/ml  120 ml,1,UN,0.19
2000,GERAL,3632,ZYPLO - Gts.  60  mg/ml  fr.  15  ml,1,UN,1.57
2000,GERAL,3633,APROVEL - 150 mg.  14 cprs.,1,UN,3.41
2000,GERAL,3634,APROVEL - 150 mg.  2 x 14 cprs.,1,UN,3.1
2000,GERAL,3635,APROVEL - 300 mg.  14 cprs.,1,UN,3.41
2000,GERAL,3636,APROVEL - 300 mg.  2 x 14 cprs.,1,UN,3.1
2000,GERAL,3637,BICONCOR - 10 mg. 30 cprs.,1,UN,2.04
2000,GERAL,3638,"BICONCOR - 2,5 mg. 30 cprs.",1,UN,1.55
2000,GERAL,3639,"BICONCOR - 5,0 mg. 30 cprs.",1,UN,2.01
2000,GERAL,3640,DIMEZIN - 40 mg. cx. 20 cprs.,1,UN,0.44
2000,GERAL,3641,DIMEZIN - Emuls. oral 10 ml,1,UN,0.64
2000,GERAL,3642,FREENAL - Sol. nasal  fr.  plast.  20  ml.,1,UN,8.65
2000,GERAL,3643,LOPRAZOL - 20 mg. cx. 7 caps.,1,UN,2.37
2000,GERAL,3644,LOPRAZOL - 10 mg. cx. 14 caps.,1,UN,1.12
2000,GERAL,3645,LOPRAZOL - 20 mg. cx. 14 caps.,1,UN,2.1
2000,GERAL,3646,MIOCALVEN - Cx. 60 cprs. 200 mg,1,UN,0.57
2000,GERAL,3647,"MOMENT - 0,025% cr. top. bisn. 50 g",1,UN,42.82
2000,GERAL,3648,"MOMENT - 0,075% cr. top. bisn. 50 g",1,UN,51.38
2000,GERAL,3649,MOMENT - Locao topica fr. 60 ml (roll-on),1,UN,31.62
2000,GERAL,3650,MUCOXOLAN - Xpe. ad. 120 ml,1,UN,0.15
2000,GERAL,3651,MUCOXOLAN - Xpe. ped. 120 ml,1,UN,0.1
2000,GERAL,3653,PLAGEX - Gts. 10 ml,1,UN,0.48
2000,GERAL,3654,PLAGEX - Sol. inj. 10 mg/2 ml cx. 100 amps. x 2 ml,1,UN,0.37
2000,GERAL,3657,SEDALEX - 200 cprs.,1,UN,0.33
2000,GERAL,3658,SEDALEX - Cx. 24 bl. x 10 cprs.,1,UN,0.33
2000,GERAL,3659,TECNID - 1 g. 2 cprs.,1,UN,9.5
2000,GERAL,3660,TECNID - 450 mg. po oral 15 ml,1,UN,1.03
2000,GERAL,3661,TECNID - 900 mg. po oral 30 ml,1,UN,0.69
2000,GERAL,3662,TENSODIN - 5 mg. 20 cprs.,1,UN,0.95
2000,GERAL,3663,TENSODIN - 10 mg. 20 cprs.,1,UN,1.62
2000,GERAL,3665,"COREG - 3,125 mg. 14 cprs.",1,UN,2.22
2000,GERAL,3666,"COREG - 6,25 mg. 14 cprs.",1,UN,2.49
2000,GERAL,3667,"COREG - 12,5 mg. 14 cprs.",1,UN,2.77
2000,GERAL,3668,COREG - 25 mg. fr. plast. 14 cprs.,1,UN,3.11
2000,GERAL,3671,LEVAQUIN - 500 mg. 10 cprs.,1,UN,7.32
2000,GERAL,3673,LEVAQUIN - 500 mg. 7 cprs. rev.,1,UN,7.32
2000,GERAL,3675,PEFLACIN - 400 mg. est. 1 blist. x 10 cprs.,1,UN,17.79
2000,GERAL,3676,PEFLACIN - 400 mg. est. str. x 2 cprs.,1,UN,17.8
2000,GERAL,3677,PEFLACIN - 400  mg.  cx.  10  amps.,1,UN,37.76
2000,GERAL,3680,BUDECORT AQUA - 32 mcg. 120 doses,1,UN,21.9
2000,GERAL,3681,BUDECORT AQUA - 64 mcg. 120 doses,1,UN,38.81
2000,GERAL,3682,CLENIL A - Cx. 10 flac. 2 ml,1,UN,4.56
2000,GERAL,3683,ENTOCORT - Enema 7 frs.,1,UN,39.35
2000,GERAL,3684,ENTOCORT - 3 mg. 1 x 45 caps.,1,UN,4.35
2000,GERAL,3685,"EXELON - 1,5 mg. 28 cs. blister",1,UN,5.77
2000,GERAL,3686,"EXELON - 3,0 mg. 28 cs. blister",1,UN,6.63
2000,GERAL,3687,"EXELON - 3,0 mg. 56 cs. blister",1,UN,6.58
2000,GERAL,3688,"EXELON - 4,5 mg. 28 cs. blister",1,UN,7.52
2000,GERAL,3689,"EXELON - 6,0 mg. 28 cs. blister",1,UN,7.67
2000,GERAL,3690,EXELON - Sol. oral  2  mg.  120  ml.,1,UN,3.89
2000,GERAL,3691,"EXELON - 1,5 mg. 14 cs. blister",1,UN,5.09
2000,GERAL,3692,EXELON - Sol. oral 2 mg. 50 ml,1,UN,3.89
2000,GERAL,3693,LIPITOR - 20 mg.  30 cprs. rev.,1,UN,6.81
2000,GERAL,3694,LIPITOR - 10 mg.  30 cprs. rev.,1,UN,3.89
2000,GERAL,3695,LIPITOR - 10 mg.  10 cprs. rev.,1,UN,4.17
2000,GERAL,3696,LIPITOR - 40 mg. 30 cprs. rev.,1,UN,7.01
2000,GERAL,3697,LIPITOR - 80 mg. 30 cprs. rev.,1,UN,7.01
2000,GERAL,3699,PANTOCAL - 40 mg. fr. 28 cprs.,1,UN,2.35
2000,GERAL,3700,PANTOCAL - 40 mg. fr. 7 cprs.,1,UN,2.35
2000,GERAL,3701,PANTOCAL - 40 mg. fr. 14 cprs.,1,UN,2.35
2000,GERAL,3702,PANTOCAL - 20 mg. fr. 7 cprs.,1,UN,1.18
2000,GERAL,3703,PANTOCAL - 20 mg. fr. 14 cprs.,1,UN,1.18
2000,GERAL,3704,PANTOCAL - 20 mg. fr. 28 cprs.,1,UN,1.18
2000,GERAL,3705,PANTOCAL - EV 40 mg. po liof. FA + dil. x 10 ml,1,UN,69
2000,GERAL,3708,PONDERA - 10 mg. cx. 20 cprs.,1,UN,1.36
2000,GERAL,3709,PONDERA - 20 mg. 20 cprs.,1,UN,2.79
2000,GERAL,3710,PONDERA - 20 mg. 30 cprs.,1,UN,2.73
2000,GERAL,3711,PONDERA - 40 mg. cx. 20 cprs.,1,UN,5.57
2000,GERAL,3712,PONDERA - 25 mg. 20 cprs.,1,UN,2.78
2000,GERAL,3713,PONDERA - 30 mg. 30 cprs.,1,UN,4.18
2000,GERAL,3714,PONDERA - 15 mg. 20 cprs.,1,UN,1.36
2000,GERAL,3717,ULGASTRIN - 10 mg. 14 caps.,1,UN,1.09
2000,GERAL,3718,ULGASTRIN - 20 mg. 7 caps.,1,UN,2.15
2000,GERAL,3719,ACCOLATE - 20 mg. cx. 28 cprs.,1,UN,2.68
2000,GERAL,3720,ACCOLATE - 20 mg. cx. 56 cprs.,1,UN,2.44
2000,GERAL,3722,"BRONCHO-VAXOM - 3,5 mg. inf. 10 caps.",1,UN,3.69
2000,GERAL,3723,"BRONCHO-VAXOM - 7,0 mg. ad. 10 caps.",1,UN,5.46
2000,GERAL,3728,"IPRABON - 0,25 mg/ml sol. fr. vd. 20 ml",1,UN,0.41
2000,GERAL,3729,ANTIVIRAX - Creme 10 g,1,UN,16.77
2000,GERAL,3731,CETOZAN - 30 g. creme 1 bisn.,1,UN,10.69
2000,GERAL,3735,"DIOVAN HCT - 80 mg/12,5 mg. 14 cprs.",1,UN,3.64
2000,GERAL,3736,"DIOVAN HCT - 80 mg/12,5 mg. 28 cprs.",1,UN,3.5
2000,GERAL,3737,"DIOVAN HCT - 160 mg/12,5 mg. 14 cprs.",1,UN,3.64
2000,GERAL,3738,"DIOVAN HCT - 160 mg/12,5 mg. 28 cprs.",1,UN,3.5
2000,GERAL,3739,DIOVAN HCT - 160/25 mg. 14 cprs.,1,UN,3.77
2000,GERAL,3740,DIOVAN HCT - 160/25 mg. 28 cprs.,1,UN,4.02
2000,GERAL,3743,MESOPRAN - 20 mg. cx. 14 caps.,1,UN,0.84
2000,GERAL,3744,MESOPRAN - 10 mg. cx.  1  fr.  14  caps.,1,UN,0.66
2000,GERAL,3745,NEOBACIPAN - 15 g. pom. 1 bisn.,1,UN,10.05
2000,GERAL,3746,PROCAVIT PREMIUM - 30 cprs.,1,UN,0.99
2000,GERAL,3747,PROCAVIT PREMIUM - 60 cprs.,1,UN,0.89
2000,GERAL,3749,SINGULAIR - 5 mg. cx. 3 bl. x 10 cprs.,1,UN,4.9
2000,GERAL,3750,SINGULAIR - 10 mg. cx. 3 bl. x 10 cprs,1,UN,4.9
2000,GERAL,3751,SINGULAIR - 4 mg. cx. 1 bl. x 10 cprs.,1,UN,4.89
2000,GERAL,3752,SINGULAIR - 4 mg. cx. 3 bl. x 10 cprs.,1,UN,4.9
2000,GERAL,3753,SINGULAIR - 5 mg. cx. 1 bl. x 10 cprs.,1,UN,4.89
2000,GERAL,3754,SINGULAIR - 10 mg. cx. 1 bl. x 10 cprs.,1,UN,4.89
2000,GERAL,3755,SINGULAIR - Baby 4 mg. cx. 10 saches,1,UN,4.89
2000,GERAL,3756,SINGULAIR - Baby 4 mg. cx. 30 saches,1,UN,4.9
2000,GERAL,3761,ADEFORTE - Fr. 15 ml,1,UN,1.27
2000,GERAL,3762,ADEFORTE - Amp. 3 ml,1,UN,4.85
2000,GERAL,3763,ADEFORTE - Cx. 25 amps.,1,UN,4.42
2000,GERAL,3764,ADEFORTE - 3 amps. x 3 ml,1,UN,2.22
2000,GERAL,3765,ATEPRESS - 50 mg. cx. 28 cprs.,1,UN,0.57
2000,GERAL,3766,ATEPRESS - 100 mg. cx. 28 cprs.,1,UN,0.9
2000,GERAL,3768,MICORAL - Creme bisn. 30 g,1,UN,20.02
2000,GERAL,3769,PROFLOX - 500 mg. cprs.,1,UN,5.72
2000,GERAL,3770,PROFLOX - 250 mg. cprs.,1,UN,2.54
2000,GERAL,3771,PROFLOX - 500 mg. fr. cprs.,1,UN,5.72
2000,GERAL,3772,PROFLOX - 250 mg fr. cprs.,1,UN,2.54
2000,GERAL,3774,"TAZOCIN - Ct. 1 FA x 4,5 g.",1,UN,92.17
2000,GERAL,3775,"TAZOCIN - Ct. 1 FA x 2,25 g.",1,UN,58.88
2000,GERAL,3776,VIAGRA - 50 mg. cpr. rev.,1,UN,11.64
2000,GERAL,3777,VIAGRA - 25 mg. cpr. rev.,1,UN,10.79
2000,GERAL,3778,VIAGRA - 100 mg  cpr rev,1,UN,18.27
2000,GERAL,3779,VIAGRA - 50 mg.  cpr. rev.,1,UN,11.64
2000,GERAL,3780,VIAGRA - 50 mg. cpr. rev.,1,UN,11.64
2000,GERAL,3781,ASMOFEN - Cx. 20 cprs.,1,UN,0.72
2000,GERAL,3782,ASMOFEN - Xpe. fr. 120 ml,1,UN,0.15
2000,GERAL,3783,ASMOFEN - Sol. oral fr. 30 ml,1,UN,0.49
2000,GERAL,3784,CETOCORT - Creme bisn. 30 g,1,UN,16.86
2000,GERAL,3785,CETOCORT - Pom. bisn 30 g,1,UN,16.52
2000,GERAL,3786,CORDAREX - 5 mg. 2 bl. x 10 cprs.,1,UN,0.67
2000,GERAL,3787,CORDAREX - 10 mg. 2 bl. x 10 cprs.,1,UN,1.3
2000,GERAL,3788,"CORDAREX - 2,5 mg. cx. 20 cprs.",1,UN,0.53
2000,GERAL,3789,FLEXTOSS - Xpe. ad. fr. 100 ml,1,UN,0.1
2000,GERAL,3790,FLEXTOSS - Xpe. inf. fr. 60 ml,1,UN,0.13
2000,GERAL,3791,FLEXTOSS - Sol. oral 30 mg/ml fr. 10 ml,1,UN,0.73
2000,GERAL,3794,RINOS-A - Gts. fr. 25 ml,1,UN,11.17
2000,GERAL,3795,SORCAL - Fracao de venda,1,UN,18.31
2000,GERAL,3796,SORCAL - Cx. 60 envs. x 30 g. - emb. mult.,1,UN,18.31
2000,GERAL,3800,CLONIDIN - 150 mcg/ml cx. 25 est.1 ml,1,UN,6.4
2000,GERAL,3801,CODEIN - 30 mg. 3 bl. x 10 cprs.,1,UN,1
2000,GERAL,3802,CODEIN - 60 mg. 3 bl. x 10 cprs.,1,UN,1.66
2000,GERAL,3803,CODEIN - 30 mg/ml cx. 25 amps. 2 ml,1,UN,6.55
2000,GERAL,3804,CODEIN - 3 mg/ml fr. 120 ml,1,UN,34.34
2000,GERAL,3805,EFEDRIN - 50 mg/ml cx. 100 amps. 1 ml,1,UN,8.49
2000,GERAL,3806,EXCEDRIN - 500 mg. + 65 mg. 2 bl. x 10 s,1,UN,0.99
2000,GERAL,3807,EXCEDRIN - 500 mg. + 65 mg. 50 bl. x 4s,1,UN,1.1
2000,GERAL,3808,KETAMIN-S - 50  mg/ml  5  frs.  10  ml,1,UN,91.4
2000,GERAL,3809,SENSITRAM - 100 mg. 30 cprs.,1,UN,3.44
2000,GERAL,3810,SENSITRAM - 50 mg. 10 cprs.,1,UN,2.05
2000,GERAL,3811,SENSITRAM - 100 mg. 10 cprs.,1,UN,3.42
2000,GERAL,3813,VERUTEX - Creme 15 g.,1,UN,2.14
2000,GERAL,3814,VERUTEX - Creme bisn. 10 g,1,UN,2.05
2000,GERAL,3815,NAPROX - 500 mg. cx. 20 cprs.,1,UN,1.03
2000,GERAL,3816,NAPROX - 250 mg. cx. 20 cprs.,1,UN,0.61
2000,GERAL,3819,EBASTEL - 10 mg. est. 10 cprs.,1,UN,2.81
2000,GERAL,3820,EBASTEL - Xpe. 60 ml,1,UN,0.48
2000,GERAL,3822,LIPIDIL - Micronizado 200 mg. cx. 30 caps.,1,UN,2.24
2000,GERAL,3823,MEVALOTIN - 10 mg. cx. 30 cprs.,1,UN,1.49
2000,GERAL,3824,MEVALOTIN - 20  mg.  cx.  30  cprs.,1,UN,2.38
2000,GERAL,3825,MEVALOTIN - 40 mg cx. 30 cprs.,1,UN,4.76
2000,GERAL,3827,"REFRESH - Sol. 30 flac. 0,4 ml",1,UN,1.21
2000,GERAL,3828,"REFRESH - Gel 0,3% bisn. 10 g",1,UN,34.91
2000,GERAL,3829,"REFRESH - Gel 0,2% bisn. 10 g",1,UN,33.43
2000,GERAL,3832,PARALGEN - Gts. 15 ml,1,UN,9.05
2000,GERAL,3833,PARALGEN - 750 mg. 50 bl. x 4 cprs.,1,UN,0.54
2000,GERAL,3834,PARALGEN - 750  mg.  2  bl.  x  10  cprs.,1,UN,0.74
2000,GERAL,3835,SIMULECT - 20 mg. 1 FA,1,UN,5585.48
2000,GERAL,3836,ALGIFLEX - 200 mg. c/20 cprs.,1,UN,0.54
2000,GERAL,3837,ATACAND - 8 mg. 30 cprs.,1,UN,2.78
2000,GERAL,3838,ATACAND - 16 mg. 30 cprs.,1,UN,3
2000,GERAL,3839,ATACAND - 8 mg. 20 cprs.,1,UN,3.06
2000,GERAL,3840,ATACAND - 16 mg. 20 cprs.,1,UN,3.29
2000,GERAL,3846,BLOPRESS - 8 mg. 3 bl. x 10 cprs.,1,UN,2.8
2000,GERAL,3847,BLOPRESS - 16 mg. 3 bl. x 10 cprs.,1,UN,3.15
2000,GERAL,3849,DETRUSITOL - 2 mg. fr. plast. 60 cprs.,1,UN,3.2
2000,GERAL,3850,DETRUSITOL - 1 mg. bl. 28 cprs.,1,UN,3.22
2000,GERAL,3851,DETRUSITOL - 2 mg. bl. 28 cprs.,1,UN,4.4
2000,GERAL,3857,MIFLASONA - 200 mcg. 60 cs.,1,UN,0.34
2000,GERAL,3858,MIFLASONA - 400 mcg. 60 cs.,1,UN,0.59
2000,GERAL,3859,"NOVOSEVEN - 60 KUI fr. 1,2 mg. + dil.",1,UN,2924.02
2000,GERAL,3860,"NOVOSEVEN - 240 KUI fr. 4,8 mg. + dil.",1,UN,16295.23
2000,GERAL,3861,"NOVOSEVEN - 120 KUI fr. 2,4 mg. + dil.",1,UN,5848.06
2000,GERAL,3865,THERACORT - Creme bisn. 25 g,1,UN,0.99
2000,GERAL,3866,THERACORT - F creme bisn. 25 g,1,UN,1.03
2000,GERAL,3867,THERACORT - F ung. bisn. 25 g,1,UN,0.98
2000,GERAL,3868,THERACORT - Inj. fr. 1 ml,1,UN,32.14
2000,GERAL,3869,THERAPSOR - Creme bisn. 25 g,1,UN,0.72
2000,GERAL,3870,THERAPSOR - Capilar fr. 25 ml,1,UN,0.66
2000,GERAL,3872,THERASONA - Creme bisn. 25 g,1,UN,0.63
2000,GERAL,3877,FLOGAN AI - 50 mg. 20 cprs. sol.,1,UN,0.59
2000,GERAL,3878,FLOGAN AI - 100 mg. 10 cprs. sol.,1,UN,1.17
2000,GERAL,3879,HYPERIUM - 30 cprs.,1,UN,1.95
2000,GERAL,3880,HYPERIUM - 15 cprs.,1,UN,1.97
2000,GERAL,3881,MELOXIL - 15 mg. 10 cprs.,1,UN,3.12
2000,GERAL,3882,"MELOXIL - 7,5 mg. 10 cprs.",1,UN,1.54
2000,GERAL,3883,MELOXIL - Inj. 15 mg. 5 amps.,1,UN,6.04
2000,GERAL,3888,TENOTEC - 20 mg. bl. 10 cprs.,1,UN,2.56
2000,GERAL,3890,TRAVISCO - 200 mg. cx. 30 cprs.,1,UN,2.06
2000,GERAL,3891,TRAVOGYN - 7 aplic. vag. pre-envasados desc.,1,UN,8.24
2000,GERAL,3892,TRAVOGYN - Bisn. 35 g. + 7 aplic.,1,UN,25.2
2000,GERAL,3893,CARDILOL - 25 mg. x 30 cprs.,1,UN,1.03
2000,GERAL,3894,CARDILOL - 25 mg. x 15 cprs.,1,UN,1.03
2000,GERAL,3895,"CARDILOL - 3,125 mg. x 15 cprs.",1,UN,0.68
2000,GERAL,3896,"CARDILOL - 6,25 mg. x 15 cprs.",1,UN,0.77
